'sample interval','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
2815,0.445,0.497,0.053,-0.470,0.196,0.275,0.355,0.135,0.743,0.444,-0.069,-0.074,-0.075,0.179,-0.269
2816,0.445,0.502,0.058,-0.473,0.194,0.280,0.369,0.153,0.765,0.461,-0.059,-0.070,-0.073,0.178,-0.282
2817,0.442,0.497,0.057,-0.469,0.193,0.277,0.361,0.148,0.756,0.451,-0.074,-0.088,-0.081,0.173,-0.284
2818,0.435,0.501,0.066,-0.468,0.184,0.283,0.378,0.164,0.760,0.453,-0.075,-0.091,-0.089,0.194,-0.289
2819,0.434,0.511,0.077,-0.473,0.178,0.294,0.378,0.160,0.756,0.458,-0.067,-0.083,-0.086,0.204,-0.287
2820,0.434,0.520,0.086,-0.477,0.174,0.303,0.360,0.138,0.741,0.457,-0.059,-0.084,-0.082,0.201,-0.284
2821,0.446,0.538,0.093,-0.492,0.176,0.316,0.349,0.123,0.734,0.467,-0.037,-0.072,-0.068,0.224,-0.285
2822,0.464,0.561,0.098,-0.512,0.183,0.330,0.324,0.097,0.731,0.486,-0.002,-0.036,-0.041,0.234,-0.285
2823,0.466,0.576,0.111,-0.520,0.177,0.343,0.299,0.073,0.726,0.502,0.026,-0.006,-0.018,0.243,-0.280
2824,0.469,0.581,0.112,-0.524,0.178,0.346,0.270,0.037,0.706,0.506,0.051,0.015,0.003,0.246,-0.270
2825,0.472,0.595,0.123,-0.533,0.174,0.359,0.228,-0.017,0.673,0.501,0.074,0.036,0.024,0.252,-0.254
2826,0.472,0.623,0.151,-0.547,0.161,0.387,0.192,-0.062,0.649,0.508,0.102,0.069,0.043,0.270,-0.241
2827,0.471,0.637,0.167,-0.554,0.152,0.402,0.164,-0.101,0.629,0.515,0.128,0.101,0.060,0.279,-0.227
2828,0.465,0.648,0.183,-0.556,0.141,0.416,0.137,-0.137,0.603,0.512,0.147,0.117,0.075,0.295,-0.209
2829,0.464,0.662,0.199,-0.563,0.133,0.430,0.118,-0.163,0.596,0.526,0.180,0.151,0.097,0.310,-0.211
2830,0.476,0.669,0.194,-0.573,0.141,0.431,0.094,-0.189,0.594,0.542,0.210,0.180,0.126,0.321,-0.206
2831,0.496,0.683,0.188,-0.590,0.154,0.435,0.063,-0.222,0.569,0.542,0.234,0.211,0.156,0.329,-0.190
2832,0.519,0.693,0.174,-0.606,0.172,0.433,0.042,-0.245,0.527,0.515,0.237,0.239,0.173,0.336,-0.165
2833,0.533,0.686,0.153,-0.610,0.191,0.419,0.032,-0.254,0.499,0.491,0.232,0.256,0.193,0.332,-0.143
2834,0.541,0.674,0.134,-0.608,0.203,0.405,0.019,-0.268,0.461,0.456,0.213,0.266,0.201,0.308,-0.120
2835,0.553,0.655,0.102,-0.605,0.226,0.379,0.018,-0.268,0.428,0.419,0.189,0.268,0.204,0.284,-0.091
2836,0.574,0.646,0.072,-0.610,0.251,0.359,0.010,-0.269,0.400,0.384,0.161,0.270,0.211,0.274,-0.068
2837,0.601,0.650,0.050,-0.625,0.276,0.350,0.003,-0.269,0.371,0.342,0.127,0.273,0.216,0.276,-0.048
2838,0.621,0.653,0.034,-0.637,0.293,0.344,-0.001,-0.262,0.360,0.323,0.114,0.292,0.235,0.272,-0.033
2839,0.633,0.661,0.028,-0.647,0.302,0.345,0.009,-0.244,0.354,0.301,0.084,0.286,0.228,0.270,-0.022
2840,0.641,0.670,0.029,-0.656,0.306,0.350,0.024,-0.226,0.344,0.276,0.046,0.271,0.209,0.280,-0.015
2841,0.632,0.666,0.034,-0.649,0.299,0.350,0.018,-0.231,0.309,0.223,-0.024,0.243,0.183,0.281,0.006
2842,0.630,0.689,0.059,-0.660,0.285,0.374,0.008,-0.246,0.270,0.173,-0.085,0.221,0.154,0.290,0.025
2843,0.650,0.738,0.088,-0.694,0.281,0.413,-0.035,-0.297,0.205,0.135,-0.108,0.237,0.161,0.309,0.054
2844,0.660,0.763,0.103,-0.712,0.279,0.433,-0.078,-0.347,0.140,0.093,-0.135,0.246,0.165,0.328,0.085
2845,0.666,0.786,0.121,-0.726,0.273,0.454,-0.108,-0.374,0.102,0.075,-0.137,0.262,0.174,0.356,0.102
2846,0.664,0.826,0.162,-0.745,0.251,0.494,-0.145,-0.419,0.061,0.073,-0.126,0.279,0.183,0.394,0.116
2847,0.655,0.861,0.205,-0.758,0.225,0.533,-0.179,-0.471,0.041,0.091,-0.089,0.312,0.205,0.440,0.126
2848,0.648,0.896,0.248,-0.772,0.200,0.573,-0.220,-0.517,0.021,0.104,-0.056,0.359,0.236,0.491,0.136
2849,0.662,0.962,0.300,-0.812,0.181,0.631,-0.276,-0.580,-0.015,0.115,-0.027,0.398,0.260,0.552,0.148
2850,0.686,1.026,0.339,-0.856,0.173,0.682,-0.353,-0.664,-0.082,0.109,-0.007,0.437,0.287,0.591,0.179
2851,0.701,1.067,0.367,-0.884,0.167,0.717,-0.434,-0.768,-0.188,0.050,-0.037,0.452,0.283,0.616,0.229
2852,0.719,1.095,0.376,-0.906,0.172,0.735,-0.523,-0.879,-0.325,-0.048,-0.102,0.452,0.287,0.632,0.305
2853,0.705,1.109,0.405,-0.907,0.149,0.757,-0.583,-0.966,-0.465,-0.165,-0.194,0.442,0.266,0.655,0.378
2854,0.676,1.081,0.405,-0.878,0.136,0.743,-0.585,-0.998,-0.563,-0.273,-0.294,0.401,0.207,0.646,0.424
2855,0.643,0.990,0.346,-0.817,0.148,0.668,-0.542,-0.977,-0.660,-0.415,-0.447,0.310,0.126,0.570,0.476
2856,0.592,0.904,0.313,-0.748,0.140,0.609,-0.482,-0.950,-0.785,-0.599,-0.641,0.196,0.001,0.512,0.531
2857,0.521,0.798,0.278,-0.659,0.121,0.538,-0.420,-0.908,-0.886,-0.764,-0.827,0.065,-0.119,0.442,0.586
2858,0.454,0.710,0.257,-0.582,0.098,0.483,-0.328,-0.824,-0.904,-0.853,-0.939,-0.025,-0.205,0.386,0.607
2859,0.395,0.675,0.281,-0.535,0.057,0.478,-0.253,-0.759,-0.907,-0.909,-1.006,-0.079,-0.281,0.387,0.609
2860,0.357,0.599,0.241,-0.478,0.058,0.420,-0.190,-0.700,-0.906,-0.951,-1.055,-0.136,-0.333,0.328,0.615
2861,0.347,0.525,0.179,-0.436,0.084,0.352,-0.099,-0.598,-0.821,-0.913,-1.042,-0.166,-0.354,0.271,0.575
2862,0.329,0.499,0.171,-0.414,0.079,0.335,-0.029,-0.517,-0.733,-0.857,-1.012,-0.182,-0.366,0.264,0.531
2863,0.304,0.493,0.190,-0.399,0.058,0.342,0.024,-0.456,-0.651,-0.787,-0.957,-0.178,-0.362,0.263,0.485
2864,0.266,0.482,0.217,-0.374,0.024,0.350,0.086,-0.388,-0.560,-0.709,-0.898,-0.182,-0.374,0.271,0.427
2865,0.221,0.457,0.236,-0.339,-0.007,0.346,0.157,-0.311,-0.472,-0.639,-0.857,-0.206,-0.393,0.267,0.371
2866,0.186,0.429,0.244,-0.307,-0.029,0.337,0.224,-0.242,-0.386,-0.573,-0.825,-0.245,-0.424,0.246,0.315
2867,0.159,0.396,0.237,-0.278,-0.040,0.317,0.296,-0.166,-0.304,-0.515,-0.804,-0.292,-0.462,0.223,0.264
2868,0.150,0.369,0.220,-0.260,-0.035,0.294,0.378,-0.073,-0.224,-0.461,-0.782,-0.328,-0.480,0.199,0.215
2869,0.149,0.344,0.195,-0.247,-0.022,0.270,0.457,0.009,-0.150,-0.410,-0.754,-0.345,-0.485,0.172,0.169
2870,0.151,0.313,0.162,-0.233,-0.005,0.237,0.529,0.091,-0.081,-0.363,-0.724,-0.349,-0.477,0.142,0.133
2871,0.147,0.277,0.130,-0.212,0.009,0.203,0.597,0.164,-0.025,-0.328,-0.704,-0.362,-0.472,0.115,0.106
2872,0.142,0.248,0.107,-0.195,0.018,0.178,0.652,0.220,0.019,-0.298,-0.686,-0.373,-0.470,0.091,0.081
2873,0.154,0.247,0.094,-0.201,0.030,0.171,0.682,0.263,0.054,-0.269,-0.662,-0.369,-0.460,0.071,0.062
2874,0.163,0.257,0.095,-0.210,0.034,0.176,0.688,0.275,0.071,-0.246,-0.638,-0.363,-0.447,0.078,0.057
2875,0.157,0.251,0.095,-0.203,0.031,0.172,0.685,0.273,0.080,-0.228,-0.622,-0.368,-0.452,0.075,0.051
2876,0.159,0.247,0.088,-0.203,0.035,0.168,0.678,0.271,0.093,-0.206,-0.602,-0.363,-0.440,0.061,0.043
2877,0.165,0.253,0.088,-0.209,0.038,0.171,0.671,0.273,0.112,-0.181,-0.580,-0.357,-0.421,0.065,0.033
2878,0.166,0.248,0.083,-0.207,0.042,0.166,0.657,0.261,0.128,-0.161,-0.565,-0.358,-0.417,0.057,0.022
2879,0.184,0.250,0.066,-0.217,0.059,0.158,0.647,0.262,0.151,-0.135,-0.542,-0.344,-0.393,0.040,0.013
2880,0.204,0.252,0.049,-0.229,0.078,0.150,0.663,0.293,0.189,-0.102,-0.518,-0.334,-0.376,0.038,-0.002
2881,0.217,0.252,0.035,-0.234,0.090,0.144,0.661,0.293,0.215,-0.077,-0.496,-0.320,-0.361,0.034,-0.015
2882,0.223,0.249,0.027,-0.236,0.098,0.138,0.652,0.286,0.234,-0.058,-0.476,-0.306,-0.348,0.029,-0.027
2883,0.230,0.237,0.009,-0.234,0.111,0.123,0.642,0.283,0.255,-0.037,-0.459,-0.302,-0.328,0.018,-0.030
2884,0.246,0.240,-0.005,-0.243,0.126,0.117,0.632,0.277,0.276,-0.015,-0.434,-0.285,-0.304,0.006,-0.034
2885,0.264,0.249,-0.014,-0.257,0.139,0.117,0.623,0.272,0.295,0.002,-0.418,-0.277,-0.291,0.006,-0.045
2886,0.287,0.254,-0.033,-0.271,0.160,0.111,0.606,0.266,0.313,0.021,-0.400,-0.268,-0.271,0.008,-0.049
2887,0.295,0.257,-0.038,-0.276,0.167,0.109,0.596,0.263,0.327,0.038,-0.382,-0.259,-0.258,-0.004,-0.048
2888,0.296,0.260,-0.036,-0.278,0.166,0.112,0.586,0.251,0.335,0.048,-0.374,-0.256,-0.251,-0.019,-0.049
2889,0.310,0.266,-0.044,-0.288,0.177,0.111,0.582,0.243,0.344,0.059,-0.364,-0.247,-0.237,-0.018,-0.053
2890,0.325,0.275,-0.050,-0.300,0.188,0.112,0.568,0.237,0.356,0.072,-0.353,-0.239,-0.226,-0.013,-0.061
2891,0.324,0.279,-0.044,-0.301,0.184,0.117,0.557,0.234,0.371,0.086,-0.343,-0.234,-0.218,0.003,-0.069
2892,0.323,0.286,-0.036,-0.304,0.179,0.125,0.553,0.233,0.388,0.102,-0.327,-0.225,-0.206,0.019,-0.075
2893,0.336,0.297,-0.038,-0.317,0.187,0.130,0.548,0.236,0.407,0.120,-0.311,-0.216,-0.195,0.022,-0.082
2894,0.351,0.311,-0.040,-0.332,0.196,0.136,0.546,0.237,0.423,0.137,-0.297,-0.213,-0.184,0.028,-0.089
2895,0.367,0.326,-0.041,-0.346,0.203,0.143,0.537,0.234,0.441,0.154,-0.282,-0.202,-0.174,0.030,-0.098
2896,0.371,0.335,-0.036,-0.353,0.203,0.150,0.530,0.233,0.456,0.169,-0.272,-0.197,-0.170,0.042,-0.108
2897,0.385,0.361,-0.022,-0.372,0.203,0.170,0.520,0.234,0.478,0.191,-0.252,-0.184,-0.163,0.060,-0.125
2898,0.393,0.378,-0.014,-0.386,0.203,0.182,0.521,0.241,0.504,0.214,-0.231,-0.171,-0.155,0.066,-0.134
2899,0.402,0.395,-0.006,-0.399,0.204,0.194,0.526,0.245,0.522,0.232,-0.213,-0.161,-0.143,0.082,-0.141
2900,0.412,0.411,0.000,-0.411,0.206,0.205,0.516,0.246,0.539,0.248,-0.198,-0.149,-0.133,0.096,-0.150
2901,0.415,0.422,0.008,-0.419,0.203,0.215,0.511,0.245,0.561,0.267,-0.183,-0.139,-0.126,0.113,-0.161
2902,0.411,0.425,0.015,-0.418,0.198,0.220,0.507,0.245,0.577,0.283,-0.171,-0.132,-0.120,0.129,-0.171
2903,0.396,0.416,0.021,-0.406,0.188,0.219,0.499,0.244,0.583,0.288,-0.168,-0.132,-0.116,0.129,-0.175
2904,0.397,0.420,0.025,-0.408,0.186,0.223,0.491,0.234,0.593,0.299,-0.161,-0.121,-0.107,0.141,-0.183
2905,0.403,0.442,0.040,-0.422,0.181,0.241,0.480,0.226,0.606,0.315,-0.147,-0.105,-0.099,0.158,-0.195
2906,0.412,0.456,0.044,-0.434,0.184,0.250,0.465,0.220,0.616,0.326,-0.140,-0.105,-0.102,0.158,-0.199
2907,0.422,0.457,0.035,-0.440,0.194,0.245,0.451,0.207,0.624,0.335,-0.133,-0.107,-0.104,0.164,-0.201
2908,0.428,0.479,0.051,-0.454,0.189,0.265,0.425,0.184,0.633,0.347,-0.117,-0.084,-0.088,0.177,-0.205
2909,0.433,0.490,0.058,-0.462,0.188,0.274,0.392,0.154,0.636,0.355,-0.110,-0.081,-0.086,0.182,-0.209
2910,0.439,0.503,0.064,-0.471,0.188,0.283,0.364,0.128,0.639,0.361,-0.103,-0.086,-0.090,0.197,-0.213
2911,0.439,0.521,0.083,-0.480,0.177,0.302,0.340,0.111,0.649,0.373,-0.090,-0.072,-0.083,0.213,-0.214
2912,0.435,0.530,0.097,-0.483,0.170,0.314,0.324,0.097,0.655,0.382,-0.082,-0.062,-0.076,0.221,-0.215
2913,0.445,0.549,0.104,-0.497,0.170,0.327,0.317,0.088,0.663,0.393,-0.070,-0.051,-0.077,0.233,-0.228
2914,0.452,0.557,0.106,-0.505,0.172,0.332,0.305,0.080,0.664,0.398,-0.067,-0.053,-0.086,0.237,-0.232
2915,0.461,0.560,0.100,-0.510,0.180,0.331,0.299,0.078,0.669,0.405,-0.060,-0.046,-0.065,0.240,-0.222
2916,0.466,0.566,0.101,-0.516,0.183,0.334,0.297,0.079,0.675,0.411,-0.052,-0.038,-0.051,0.249,-0.225
2917,0.457,0.564,0.107,-0.510,0.175,0.336,0.286,0.067,0.669,0.405,-0.059,-0.049,-0.066,0.248,-0.230
2918,0.463,0.567,0.104,-0.515,0.179,0.336,0.286,0.065,0.669,0.406,-0.059,-0.049,-0.065,0.249,-0.231
2919,0.465,0.570,0.106,-0.517,0.179,0.338,0.285,0.063,0.669,0.410,-0.054,-0.040,-0.057,0.241,-0.230
2920,0.461,0.569,0.108,-0.515,0.176,0.339,0.283,0.060,0.670,0.411,-0.051,-0.038,-0.058,0.240,-0.232
2921,0.470,0.573,0.103,-0.522,0.183,0.339,0.283,0.066,0.674,0.415,-0.049,-0.043,-0.060,0.244,-0.234
2922,0.470,0.570,0.100,-0.520,0.185,0.335,0.281,0.063,0.675,0.417,-0.048,-0.045,-0.060,0.237,-0.232
2923,0.475,0.576,0.101,-0.525,0.188,0.338,0.278,0.058,0.677,0.419,-0.046,-0.039,-0.056,0.225,-0.231
2924,0.481,0.579,0.098,-0.530,0.192,0.339,0.277,0.059,0.681,0.425,-0.040,-0.030,-0.054,0.228,-0.234
2925,0.479,0.576,0.098,-0.527,0.191,0.337,0.274,0.056,0.679,0.425,-0.040,-0.035,-0.055,0.241,-0.236
2926,0.471,0.578,0.107,-0.524,0.181,0.343,0.271,0.054,0.680,0.424,-0.037,-0.026,-0.051,0.236,-0.235
2927,0.464,0.566,0.102,-0.515,0.181,0.334,0.273,0.056,0.683,0.425,-0.038,-0.028,-0.057,0.239,-0.234
2928,0.458,0.558,0.101,-0.508,0.178,0.330,0.273,0.051,0.677,0.419,-0.047,-0.044,-0.064,0.252,-0.233
2929,0.460,0.566,0.106,-0.513,0.177,0.336,0.274,0.050,0.678,0.421,-0.042,-0.039,-0.060,0.258,-0.233
2930,0.476,0.577,0.101,-0.526,0.188,0.339,0.267,0.049,0.678,0.426,-0.039,-0.031,-0.050,0.262,-0.231
2931,0.474,0.587,0.113,-0.530,0.181,0.349,0.266,0.052,0.682,0.428,-0.040,-0.033,-0.054,0.271,-0.235
2932,0.478,0.588,0.109,-0.533,0.184,0.348,0.261,0.047,0.678,0.425,-0.042,-0.033,-0.052,0.259,-0.237
2933,0.481,0.579,0.099,-0.530,0.192,0.339,0.256,0.038,0.675,0.424,-0.041,-0.029,-0.045,0.257,-0.234
2934,0.464,0.579,0.116,-0.521,0.174,0.347,0.265,0.044,0.680,0.429,-0.035,-0.026,-0.044,0.258,-0.234
2935,0.468,0.590,0.122,-0.528,0.172,0.356,0.264,0.049,0.688,0.438,-0.026,-0.010,-0.040,0.258,-0.239
2936,0.471,0.587,0.116,-0.528,0.177,0.351,0.263,0.045,0.686,0.436,-0.028,-0.018,-0.045,0.262,-0.241
2937,0.474,0.587,0.113,-0.530,0.180,0.350,0.253,0.035,0.676,0.428,-0.036,-0.035,-0.051,0.253,-0.237
2938,0.475,0.591,0.116,-0.532,0.179,0.353,0.253,0.034,0.679,0.432,-0.030,-0.025,-0.047,0.260,-0.237
2939,0.471,0.595,0.123,-0.533,0.174,0.359,0.260,0.038,0.683,0.438,-0.025,-0.013,-0.040,0.269,-0.238
2940,0.483,0.599,0.116,-0.541,0.183,0.357,0.262,0.043,0.685,0.439,-0.026,-0.021,-0.048,0.260,-0.239
2941,0.480,0.593,0.113,-0.537,0.184,0.353,0.265,0.045,0.686,0.439,-0.028,-0.025,-0.045,0.255,-0.237
2942,0.472,0.588,0.116,-0.530,0.178,0.351,0.266,0.045,0.688,0.442,-0.025,-0.018,-0.041,0.259,-0.236
2943,0.469,0.585,0.116,-0.526,0.176,0.350,0.263,0.043,0.686,0.441,-0.026,-0.025,-0.049,0.253,-0.238
2944,0.471,0.587,0.116,-0.529,0.178,0.351,0.256,0.041,0.683,0.441,-0.025,-0.021,-0.043,0.259,-0.238
2945,0.480,0.600,0.119,-0.540,0.180,0.359,0.256,0.040,0.687,0.445,-0.022,-0.016,-0.045,0.271,-0.240
2946,0.485,0.603,0.117,-0.544,0.184,0.360,0.254,0.039,0.688,0.444,-0.021,-0.018,-0.043,0.261,-0.239
2947,0.490,0.598,0.108,-0.544,0.191,0.353,0.261,0.046,0.693,0.450,-0.014,-0.014,-0.042,0.244,-0.237
2948,0.478,0.593,0.115,-0.535,0.182,0.353,0.258,0.043,0.688,0.448,-0.017,-0.017,-0.044,0.251,-0.235
2949,0.478,0.599,0.121,-0.538,0.178,0.360,0.257,0.040,0.689,0.446,-0.018,-0.016,-0.048,0.263,-0.241
2950,0.475,0.598,0.123,-0.536,0.176,0.360,0.254,0.037,0.689,0.445,-0.015,-0.015,-0.053,0.263,-0.243
2951,0.459,0.577,0.118,-0.518,0.171,0.348,0.246,0.032,0.678,0.432,-0.028,-0.025,-0.044,0.259,-0.231
2952,0.470,0.588,0.118,-0.528,0.176,0.352,0.252,0.038,0.684,0.438,-0.021,-0.017,-0.035,0.258,-0.234
2953,0.469,0.593,0.124,-0.530,0.172,0.358,0.254,0.038,0.688,0.441,-0.015,-0.010,-0.043,0.263,-0.242
2954,0.473,0.601,0.128,-0.537,0.172,0.364,0.255,0.039,0.687,0.441,-0.016,-0.015,-0.050,0.268,-0.242
2955,0.489,0.612,0.122,-0.550,0.183,0.367,0.256,0.042,0.691,0.444,-0.013,-0.012,-0.039,0.260,-0.235
2956,0.493,0.612,0.119,-0.552,0.187,0.365,0.260,0.046,0.693,0.444,-0.013,-0.009,-0.031,0.259,-0.235
2957,0.490,0.613,0.123,-0.551,0.183,0.368,0.249,0.036,0.686,0.439,-0.018,-0.014,-0.038,0.267,-0.239
2958,0.471,0.601,0.131,-0.536,0.171,0.365,0.246,0.035,0.687,0.440,-0.017,-0.015,-0.042,0.270,-0.242
2959,0.464,0.597,0.134,-0.530,0.166,0.365,0.252,0.038,0.690,0.443,-0.013,-0.012,-0.043,0.271,-0.247
2960,0.474,0.596,0.121,-0.535,0.176,0.358,0.246,0.034,0.686,0.439,-0.020,-0.015,-0.043,0.257,-0.240
2961,0.486,0.605,0.119,-0.545,0.183,0.362,0.246,0.038,0.689,0.444,-0.015,-0.009,-0.032,0.246,-0.234
2962,0.485,0.607,0.122,-0.546,0.182,0.364,0.242,0.033,0.689,0.445,-0.013,-0.007,-0.033,0.252,-0.235
2963,0.482,0.602,0.118,-0.542,0.182,0.360,0.242,0.028,0.685,0.439,-0.021,-0.019,-0.041,0.260,-0.236
2964,0.480,0.601,0.121,-0.540,0.179,0.361,0.246,0.029,0.685,0.439,-0.021,-0.016,-0.041,0.264,-0.237
2965,0.473,0.603,0.131,-0.538,0.172,0.366,0.244,0.029,0.686,0.440,-0.019,-0.013,-0.038,0.263,-0.239
2966,0.475,0.607,0.133,-0.541,0.172,0.369,0.240,0.019,0.684,0.441,-0.020,-0.013,-0.036,0.262,-0.235
2967,0.477,0.604,0.128,-0.540,0.175,0.366,0.247,0.030,0.690,0.445,-0.013,-0.004,-0.036,0.257,-0.234
2968,0.477,0.599,0.121,-0.538,0.178,0.359,0.251,0.036,0.688,0.439,-0.018,-0.011,-0.036,0.249,-0.230
2969,0.476,0.603,0.127,-0.539,0.174,0.365,0.245,0.030,0.685,0.440,-0.018,-0.014,-0.044,0.265,-0.235
2970,0.473,0.610,0.137,-0.541,0.168,0.373,0.245,0.032,0.689,0.447,-0.009,-0.003,-0.044,0.276,-0.240
2971,0.478,0.610,0.132,-0.544,0.173,0.370,0.241,0.029,0.686,0.443,-0.011,-0.003,-0.027,0.280,-0.231
2972,0.481,0.613,0.132,-0.547,0.175,0.372,0.241,0.029,0.681,0.439,-0.018,-0.005,-0.025,0.285,-0.228
2973,0.473,0.609,0.136,-0.541,0.169,0.372,0.243,0.029,0.680,0.437,-0.018,-0.006,-0.032,0.281,-0.229
2974,0.470,0.613,0.143,-0.541,0.164,0.378,0.247,0.032,0.684,0.442,-0.011,-0.005,-0.035,0.285,-0.236
2975,0.483,0.615,0.132,-0.549,0.176,0.373,0.242,0.032,0.683,0.442,-0.011,-0.005,-0.030,0.277,-0.234
2976,0.489,0.614,0.125,-0.551,0.182,0.369,0.231,0.024,0.677,0.435,-0.016,-0.006,-0.030,0.267,-0.230
2977,0.485,0.619,0.135,-0.552,0.175,0.377,0.235,0.022,0.675,0.434,-0.019,-0.010,-0.034,0.275,-0.235
2978,0.479,0.612,0.133,-0.545,0.173,0.372,0.236,0.022,0.677,0.435,-0.018,-0.008,-0.034,0.275,-0.233
2979,0.474,0.612,0.138,-0.543,0.169,0.374,0.235,0.021,0.680,0.437,-0.016,-0.006,-0.035,0.273,-0.228
2980,0.472,0.610,0.138,-0.540,0.167,0.373,0.236,0.021,0.679,0.438,-0.015,0.001,-0.029,0.273,-0.228
2981,0.464,0.601,0.139,-0.532,0.163,0.370,0.235,0.015,0.672,0.433,-0.021,-0.003,-0.035,0.270,-0.232
2982,0.473,0.611,0.138,-0.542,0.168,0.374,0.237,0.024,0.676,0.436,-0.019,-0.010,-0.038,0.278,-0.227
2983,0.484,0.623,0.139,-0.553,0.172,0.381,0.224,0.019,0.679,0.439,-0.013,-0.001,-0.030,0.275,-0.225
2984,0.482,0.620,0.138,-0.551,0.173,0.379,0.230,0.018,0.679,0.440,-0.015,-0.002,-0.034,0.272,-0.233
2985,0.481,0.618,0.137,-0.549,0.172,0.378,0.236,0.024,0.679,0.437,-0.018,-0.008,-0.037,0.278,-0.229
2986,0.475,0.618,0.143,-0.547,0.166,0.381,0.225,0.015,0.673,0.433,-0.020,-0.006,-0.034,0.270,-0.222
2987,0.471,0.607,0.137,-0.538,0.168,0.371,0.223,0.013,0.670,0.431,-0.021,-0.008,-0.030,0.269,-0.216
2988,0.469,0.606,0.137,-0.537,0.166,0.371,0.223,0.015,0.670,0.432,-0.018,-0.004,-0.033,0.278,-0.219
2989,0.476,0.618,0.142,-0.547,0.167,0.380,0.227,0.013,0.672,0.435,-0.015,-0.001,-0.034,0.283,-0.222
2990,0.478,0.619,0.141,-0.548,0.169,0.380,0.223,0.008,0.667,0.429,-0.021,-0.006,-0.034,0.286,-0.217
2991,0.477,0.626,0.149,-0.551,0.164,0.388,0.225,0.008,0.668,0.432,-0.018,-0.001,-0.034,0.290,-0.220
2992,0.482,0.635,0.153,-0.558,0.165,0.394,0.229,0.011,0.670,0.435,-0.017,0.003,-0.032,0.288,-0.220
2993,0.487,0.637,0.150,-0.562,0.169,0.394,0.221,0.005,0.665,0.431,-0.016,0.004,-0.031,0.277,-0.219
2994,0.486,0.641,0.155,-0.564,0.166,0.399,0.220,0.004,0.662,0.431,-0.014,0.009,-0.029,0.275,-0.219
2995,0.482,0.634,0.152,-0.558,0.165,0.393,0.220,0.006,0.660,0.427,-0.019,0.004,-0.029,0.273,-0.220
2996,0.483,0.633,0.150,-0.559,0.167,0.392,0.216,0.003,0.660,0.427,-0.018,-0.002,-0.033,0.275,-0.224
2997,0.489,0.642,0.153,-0.566,0.168,0.398,0.214,0.002,0.661,0.428,-0.017,0.004,-0.028,0.287,-0.224
2998,0.485,0.634,0.149,-0.559,0.168,0.392,0.217,0.002,0.656,0.422,-0.025,-0.001,-0.032,0.289,-0.216
2999,0.474,0.629,0.156,-0.552,0.159,0.393,0.214,-0.003,0.653,0.420,-0.025,-0.005,-0.037,0.303,-0.213
3000,0.478,0.635,0.157,-0.557,0.161,0.396,0.212,-0.004,0.654,0.420,-0.021,-0.004,-0.037,0.310,-0.215
3001,0.486,0.643,0.158,-0.565,0.165,0.400,0.212,-0.004,0.653,0.422,-0.020,0.000,-0.036,0.303,-0.215
3002,0.480,0.646,0.166,-0.564,0.158,0.406,0.209,-0.004,0.656,0.424,-0.015,0.015,-0.030,0.321,-0.213
3003,0.475,0.638,0.164,-0.556,0.155,0.401,0.207,-0.008,0.647,0.417,-0.024,-0.004,-0.038,0.318,-0.208
3004,0.477,0.635,0.159,-0.556,0.159,0.398,0.206,-0.011,0.645,0.414,-0.025,-0.013,-0.044,0.305,-0.211
3005,0.475,0.638,0.163,-0.556,0.156,0.401,0.206,-0.013,0.648,0.414,-0.022,-0.004,-0.040,0.309,-0.213
3006,0.472,0.642,0.170,-0.557,0.151,0.406,0.206,-0.017,0.641,0.410,-0.028,-0.006,-0.038,0.302,-0.207
3007,0.477,0.641,0.164,-0.559,0.157,0.403,0.204,-0.015,0.640,0.412,-0.025,0.001,-0.038,0.293,-0.203
3008,0.475,0.638,0.163,-0.556,0.156,0.401,0.206,-0.015,0.643,0.412,-0.026,0.000,-0.043,0.295,-0.203
3009,0.468,0.638,0.172,-0.553,0.148,0.405,0.199,-0.024,0.636,0.407,-0.030,-0.002,-0.044,0.303,-0.204
3010,0.474,0.645,0.172,-0.559,0.151,0.408,0.196,-0.023,0.632,0.404,-0.032,-0.001,-0.037,0.297,-0.197
3011,0.479,0.655,0.177,-0.567,0.151,0.416,0.200,-0.021,0.634,0.405,-0.029,0.004,-0.043,0.300,-0.201
3012,0.477,0.658,0.181,-0.568,0.148,0.420,0.193,-0.025,0.628,0.400,-0.032,0.003,-0.051,0.308,-0.207
3013,0.478,0.654,0.176,-0.566,0.151,0.415,0.191,-0.029,0.623,0.394,-0.037,-0.003,-0.034,0.307,-0.196
3014,0.483,0.663,0.180,-0.573,0.151,0.421,0.188,-0.035,0.620,0.393,-0.041,-0.004,-0.035,0.318,-0.195
3015,0.476,0.658,0.181,-0.568,0.147,0.419,0.185,-0.037,0.619,0.391,-0.040,-0.002,-0.042,0.310,-0.193
3016,0.476,0.658,0.183,-0.567,0.146,0.420,0.186,-0.036,0.621,0.391,-0.037,0.002,-0.042,0.312,-0.193
3017,0.487,0.676,0.189,-0.582,0.149,0.432,0.183,-0.038,0.618,0.390,-0.038,0.005,-0.041,0.327,-0.198
3018,0.483,0.671,0.188,-0.578,0.147,0.429,0.177,-0.048,0.612,0.386,-0.041,0.004,-0.040,0.322,-0.191
